pred_lbl,pred_iou,pred_box_x1,pred_box_y1,pred_box_x2,pred_box_y2,true_lbl,true_box_x1,true_box_y1,true_box_x2,true_box_y2,path_to_scene,pedestrian,frames
-1,0.0,-1,-1,-1,-1,0,295,162,308,194,/work/vita/datasets/JAAD/images/video_0301/00020.png,//data/haziq-data/jaad/image/0301/ped4,00020.png
-1,0.0,-1,-1,-1,-1,0,309,163,324,196,/work/vita/datasets/JAAD/images/video_0301/00020.png,//data/haziq-data/jaad/image/0301/ped5,00020.png
1,0.5295138888888888,563,158,577,218,0,559,153,582,224,/work/vita/datasets/JAAD/images/video_0301/00021.png,//data/haziq-data/jaad/image/0301/pedestrian1,00021.png
-1,0.0,-1,-1,-1,-1,0,295,162,308,194,/work/vita/datasets/JAAD/images/video_0301/00021.png,//data/haziq-data/jaad/image/0301/ped4,00021.png
-1,0.0,-1,-1,-1,-1,0,309,163,324,196,/work/vita/datasets/JAAD/images/video_0301/00021.png,//data/haziq-data/jaad/image/0301/ped5,00021.png
0,0.4874429223744292,564,158,577,218,0,560,153,583,225,/work/vita/datasets/JAAD/images/video_0301/00022.png,//data/haziq-data/jaad/image/0301/pedestrian1,00022.png
-1,0.0,-1,-1,-1,-1,0,295,162,308,194,/work/vita/datasets/JAAD/images/video_0301/00022.png,//data/haziq-data/jaad/image/0301/ped4,00022.png
-1,0.0,-1,-1,-1,-1,0,308,164,323,197,/work/vita/datasets/JAAD/images/video_0301/00022.png,//data/haziq-data/jaad/image/0301/ped5,00022.png
0,0.5675675675675675,565,157,580,219,0,561,152,584,225,/work/vita/datasets/JAAD/images/video_0301/00023.png,//data/haziq-data/jaad/image/0301/pedestrian1,00023.png
-1,0.0,-1,-1,-1,-1,0,295,162,308,194,/work/vita/datasets/JAAD/images/video_0301/00023.png,//data/haziq-data/jaad/image/0301/ped4,00023.png
-1,0.0,-1,-1,-1,-1,0,308,163,323,197,/work/vita/datasets/JAAD/images/video_0301/00023.png,//data/haziq-data/jaad/image/0301/ped5,00023.png
1,0.4822222222222222,567,158,580,219,0,562,152,585,226,/work/vita/datasets/JAAD/images/video_0301/00024.png,//data/haziq-data/jaad/image/0301/pedestrian1,00024.png
-1,0.0,-1,-1,-1,-1,0,295,162,308,194,/work/vita/datasets/JAAD/images/video_0301/00024.png,//data/haziq-data/jaad/image/0301/ped4,00024.png
-1,0.0,-1,-1,-1,-1,0,307,163,322,198,/work/vita/datasets/JAAD/images/video_0301/00024.png,//data/haziq-data/jaad/image/0301/ped5,00024.png
0,0.48355263157894735,568,158,581,220,0,563,152,586,227,/work/vita/datasets/JAAD/images/video_0301/00025.png,//data/haziq-data/jaad/image/0301/pedestrian1,00025.png
-1,0.0,-1,-1,-1,-1,0,292,163,305,195,/work/vita/datasets/JAAD/images/video_0301/00025.png,//data/haziq-data/jaad/image/0301/ped4,00025.png
-1,0.0,-1,-1,-1,-1,0,306,162,321,198,/work/vita/datasets/JAAD/images/video_0301/00025.png,//data/haziq-data/jaad/image/0301/ped5,00025.png
1,0.543859649122807,568,158,583,219,0,564,152,587,227,/work/vita/datasets/JAAD/images/video_0301/00026.png,//data/haziq-data/jaad/image/0301/pedestrian1,00026.png
-1,0.0,-1,-1,-1,-1,0,290,165,303,197,/work/vita/datasets/JAAD/images/video_0301/00026.png,//data/haziq-data/jaad/image/0301/ped4,00026.png
-1,0.0,-1,-1,-1,-1,0,306,162,321,198,/work/vita/datasets/JAAD/images/video_0301/00026.png,//data/haziq-data/jaad/image/0301/ped5,00026.png
0,0.4696969696969697,569,159,582,220,0,565,151,588,227,/work/vita/datasets/JAAD/images/video_0301/00027.png,//data/haziq-data/jaad/image/0301/pedestrian1,00027.png
-1,0.0,-1,-1,-1,-1,0,288,166,301,198,/work/vita/datasets/JAAD/images/video_0301/00027.png,//data/haziq-data/jaad/image/0301/ped4,00027.png
-1,0.0,-1,-1,-1,-1,0,305,162,320,199,/work/vita/datasets/JAAD/images/video_0301/00027.png,//data/haziq-data/jaad/image/0301/ped5,00027.png
0,0.49673202614379086,615,160,630,216,0,607,156,633,223,/work/vita/datasets/JAAD/images/video_0301/00027.png,//data/haziq-data/jaad/image/0301/pedestrian2,00027.png
1,0.5128205128205128,569,158,583,221,0,566,151,589,228,/work/vita/datasets/JAAD/images/video_0301/00028.png,//data/haziq-data/jaad/image/0301/pedestrian1,00028.png
-1,0.0,-1,-1,-1,-1,0,287,166,300,198,/work/vita/datasets/JAAD/images/video_0301/00028.png,//data/haziq-data/jaad/image/0301/ped4,00028.png
-1,0.0,-1,-1,-1,-1,0,305,161,320,198,/work/vita/datasets/JAAD/images/video_0301/00028.png,//data/haziq-data/jaad/image/0301/ped5,00028.png
0,0.5277777777777778,615,160,631,216,0,608,156,634,223,/work/vita/datasets/JAAD/images/video_0301/00028.png,//data/haziq-data/jaad/image/0301/pedestrian2,00028.png
1,0.4444444444444444,572,158,584,221,0,567,151,590,228,/work/vita/datasets/JAAD/images/video_0301/00029.png,//data/haziq-data/jaad/image/0301/pedestrian1,00029.png
-1,0.0,-1,-1,-1,-1,0,287,166,300,198,/work/vita/datasets/JAAD/images/video_0301/00029.png,//data/haziq-data/jaad/image/0301/ped4,00029.png
-1,0.0,-1,-1,-1,-1,0,304,161,319,198,/work/vita/datasets/JAAD/images/video_0301/00029.png,//data/haziq-data/jaad/image/0301/ped5,00029.png
0,0.4830917874396135,617,160,631,219,0,609,156,635,224,/work/vita/datasets/JAAD/images/video_0301/00029.png,//data/haziq-data/jaad/image/0301/pedestrian2,00029.png
0,0.39384615384615385,574,158,585,221,0,569,151,593,228,/work/vita/datasets/JAAD/images/video_0301/00030.png,//data/haziq-data/jaad/image/0301/pedestrian1,00030.png
-1,0.0,-1,-1,-1,-1,0,287,166,300,198,/work/vita/datasets/JAAD/images/video_0301/00030.png,//data/haziq-data/jaad/image/0301/ped4,00030.png
-1,0.0,-1,-1,-1,-1,0,304,161,319,199,/work/vita/datasets/JAAD/images/video_0301/00030.png,//data/haziq-data/jaad/image/0301/ped5,00030.png
0,0.5475040257648953,617,160,633,219,0,610,156,636,224,/work/vita/datasets/JAAD/images/video_0301/00030.png,//data/haziq-data/jaad/image/0301/pedestrian2,00030.png
1,0.49230769230769234,574,158,588,221,0,570,151,594,228,/work/vita/datasets/JAAD/images/video_0301/00031.png,//data/haziq-data/jaad/image/0301/pedestrian1,00031.png
-1,0.0,-1,-1,-1,-1,0,287,166,300,198,/work/vita/datasets/JAAD/images/video_0301/00031.png,//data/haziq-data/jaad/image/0301/ped4,00031.png
-1,0.0,-1,-1,-1,-1,0,303,161,319,199,/work/vita/datasets/JAAD/images/video_0301/00031.png,//data/haziq-data/jaad/image/0301/ped5,00031.png
0,0.5396825396825397,618,160,634,219,0,611,155,637,224,/work/vita/datasets/JAAD/images/video_0301/00031.png,//data/haziq-data/jaad/image/0301/pedestrian2,00031.png
0,0.4936708860759494,574,157,588,221,0,571,151,595,229,/work/vita/datasets/JAAD/images/video_0301/00032.png,//data/haziq-data/jaad/image/0301/pedestrian1,00032.png
-1,0.0,-1,-1,-1,-1,0,287,166,300,198,/work/vita/datasets/JAAD/images/video_0301/00032.png,//data/haziq-data/jaad/image/0301/ped4,00032.png
-1,0.0,-1,-1,-1,-1,0,303,161,319,199,/work/vita/datasets/JAAD/images/video_0301/00032.png,//data/haziq-data/jaad/image/0301/ped5,00032.png
0,0.5174752217005738,620,159,635,220,0,613,154,639,224,/work/vita/datasets/JAAD/images/video_0301/00032.png,//data/haziq-data/jaad/image/0301/pedestrian2,00032.png
1,0.5462512171372931,575,156,591,221,0,572,151,597,229,/work/vita/datasets/JAAD/images/video_0301/00033.png,//data/haziq-data/jaad/image/0301/pedestrian1,00033.png
-1,0.0,-1,-1,-1,-1,0,288,166,301,198,/work/vita/datasets/JAAD/images/video_0301/00033.png,//data/haziq-data/jaad/image/0301/ped4,00033.png
-1,0.0,-1,-1,-1,-1,0,302,161,318,199,/work/vita/datasets/JAAD/images/video_0301/00033.png,//data/haziq-data/jaad/image/0301/ped5,00033.png
-1,0.0,-1,-1,-1,-1,0,614,153,640,224,/work/vita/datasets/JAAD/images/video_0301/00033.png,//data/haziq-data/jaad/image/0301/pedestrian2,00033.png
1,0.5711538461538461,576,156,593,221,0,573,151,598,230,/work/vita/datasets/JAAD/images/video_0301/00034.png,//data/haziq-data/jaad/image/0301/pedestrian1,00034.png
-1,0.0,-1,-1,-1,-1,0,287,166,300,199,/work/vita/datasets/JAAD/images/video_0301/00034.png,//data/haziq-data/jaad/image/0301/ped4,00034.png
-1,0.0,-1,-1,-1,-1,0,302,161,318,199,/work/vita/datasets/JAAD/images/video_0301/00034.png,//data/haziq-data/jaad/image/0301/ped5,00034.png
-1,0.0,-1,-1,-1,-1,0,615,152,641,224,/work/vita/datasets/JAAD/images/video_0301/00034.png,//data/haziq-data/jaad/image/0301/pedestrian2,00034.png
1,0.6442307692307693,576,156,595,222,0,574,150,599,229,/work/vita/datasets/JAAD/images/video_0301/00035.png,//data/haziq-data/jaad/image/0301/pedestrian1,00035.png
-1,0.0,-1,-1,-1,-1,0,287,166,301,199,/work/vita/datasets/JAAD/images/video_0301/00035.png,//data/haziq-data/jaad/image/0301/ped4,00035.png
-1,0.0,-1,-1,-1,-1,0,301,161,317,199,/work/vita/datasets/JAAD/images/video_0301/00035.png,//data/haziq-data/jaad/image/0301/ped5,00035.png
0,0.5690200210748156,621,158,638,217,0,616,153,641,225,/work/vita/datasets/JAAD/images/video_0301/00035.png,//data/haziq-data/jaad/image/0301/pedestrian2,00035.png
1,0.6134852801519468,578,156,596,223,0,575,150,600,230,/work/vita/datasets/JAAD/images/video_0301/00036.png,//data/haziq-data/jaad/image/0301/pedestrian1,00036.png
-1,0.0,-1,-1,-1,-1,0,286,165,300,198,/work/vita/datasets/JAAD/images/video_0301/00036.png,//data/haziq-data/jaad/image/0301/ped4,00036.png
-1,0.0,-1,-1,-1,-1,0,301,161,317,199,/work/vita/datasets/JAAD/images/video_0301/00036.png,//data/haziq-data/jaad/image/0301/ped5,00036.png
-1,0.0,-1,-1,-1,-1,0,617,153,641,225,/work/vita/datasets/JAAD/images/video_0301/00036.png,//data/haziq-data/jaad/image/0301/pedestrian2,00036.png
1,0.6757000903342367,577,156,598,223,0,576,150,602,231,/work/vita/datasets/JAAD/images/video_0301/00037.png,//data/haziq-data/jaad/image/0301/pedestrian1,00037.png
-1,0.0,-1,-1,-1,-1,0,286,165,300,199,/work/vita/datasets/JAAD/images/video_0301/00037.png,//data/haziq-data/jaad/image/0301/ped4,00037.png
-1,0.0,-1,-1,-1,-1,0,300,161,316,199,/work/vita/datasets/JAAD/images/video_0301/00037.png,//data/haziq-data/jaad/image/0301/ped5,00037.png
-1,0.0,-1,-1,-1,-1,0,619,153,643,224,/work/vita/datasets/JAAD/images/video_0301/00037.png,//data/haziq-data/jaad/image/0301/pedestrian2,00037.png
1,0.687012987012987,576,156,599,224,0,577,150,603,232,/work/vita/datasets/JAAD/images/video_0301/00038.png,//data/haziq-data/jaad/image/0301/pedestrian1,00038.png
-1,0.0,-1,-1,-1,-1,0,285,165,299,199,/work/vita/datasets/JAAD/images/video_0301/00038.png,//data/haziq-data/jaad/image/0301/ped4,00038.png
-1,0.0,-1,-1,-1,-1,0,300,162,316,200,/work/vita/datasets/JAAD/images/video_0301/00038.png,//data/haziq-data/jaad/image/0301/ped5,00038.png
-1,0.0,-1,-1,-1,-1,0,620,153,644,225,/work/vita/datasets/JAAD/images/video_0301/00038.png,//data/haziq-data/jaad/image/0301/pedestrian2,00038.png
1,0.6675591253904507,578,157,599,224,0,577,150,603,232,/work/vita/datasets/JAAD/images/video_0301/00039.png,//data/haziq-data/jaad/image/0301/pedestrian1,00039.png
-1,0.0,-1,-1,-1,-1,0,285,165,299,200,/work/vita/datasets/JAAD/images/video_0301/00039.png,//data/haziq-data/jaad/image/0301/ped4,00039.png
-1,0.0,-1,-1,-1,-1,0,299,163,315,200,/work/vita/datasets/JAAD/images/video_0301/00039.png,//data/haziq-data/jaad/image/0301/ped5,00039.png
-1,0.0,-1,-1,-1,-1,0,620,154,644,227,/work/vita/datasets/JAAD/images/video_0301/00039.png,//data/haziq-data/jaad/image/0301/pedestrian2,00039.png
1,0.6084656084656085,582,157,601,225,0,578,150,604,233,/work/vita/datasets/JAAD/images/video_0301/00040.png,//data/haziq-data/jaad/image/0301/pedestrian1,00040.png
-1,0.0,-1,-1,-1,-1,0,284,165,299,200,/work/vita/datasets/JAAD/images/video_0301/00040.png,//data/haziq-data/jaad/image/0301/ped4,00040.png
-1,0.0,-1,-1,-1,-1,0,299,164,315,201,/work/vita/datasets/JAAD/images/video_0301/00040.png,//data/haziq-data/jaad/image/0301/ped5,00040.png
-1,0.0,-1,-1,-1,-1,0,621,154,645,227,/work/vita/datasets/JAAD/images/video_0301/00040.png,//data/haziq-data/jaad/image/0301/pedestrian2,00040.png
1,0.5294117647058824,584,157,601,226,0,579,150,606,234,/work/vita/datasets/JAAD/images/video_0301/00041.png,//data/haziq-data/jaad/image/0301/pedestrian1,00041.png
-1,0.0,-1,-1,-1,-1,0,284,166,299,201,/work/vita/datasets/JAAD/images/video_0301/00041.png,//data/haziq-data/jaad/image/0301/ped4,00041.png
