pred_lbl,pred_iou,pred_box_x1,pred_box_y1,pred_box_x2,pred_box_y2,true_lbl,true_box_x1,true_box_y1,true_box_x2,true_box_y2,path_to_scene,pedestrian,frames
0,0.41836734693877553,849,132,873,254,0,836,119,885,265,/work/vita/datasets/JAAD/images/video_0301/00011.png,//data/haziq-data/jaad/image/0301/ped1,00011.png
1,0.5555555555555556,554,160,569,214,0,551,155,574,220,/work/vita/datasets/JAAD/images/video_0301/00012.png,//data/haziq-data/jaad/image/0301/pedestrian1,00012.png
-1,0.0,-1,-1,-1,-1,0,895,117,946,250,/work/vita/datasets/JAAD/images/video_0301/00012.png,//data/haziq-data/jaad/image/0301/ped3,00012.png
-1,0.0,-1,-1,-1,-1,0,297,164,309,196,/work/vita/datasets/JAAD/images/video_0301/00012.png,//data/haziq-data/jaad/image/0301/ped4,00012.png
-1,0.0,-1,-1,-1,-1,0,313,163,328,195,/work/vita/datasets/JAAD/images/video_0301/00012.png,//data/haziq-data/jaad/image/0301/ped5,00012.png
0,0.4622818791946309,857,131,884,253,0,844,118,893,266,/work/vita/datasets/JAAD/images/video_0301/00012.png,//data/haziq-data/jaad/image/0301/ped1,00012.png
1,0.5710577547047372,555,159,570,213,0,553,154,575,220,/work/vita/datasets/JAAD/images/video_0301/00013.png,//data/haziq-data/jaad/image/0301/pedestrian1,00013.png
-1,0.0,-1,-1,-1,-1,0,297,163,310,195,/work/vita/datasets/JAAD/images/video_0301/00013.png,//data/haziq-data/jaad/image/0301/ped4,00013.png
-1,0.0,-1,-1,-1,-1,0,312,163,327,195,/work/vita/datasets/JAAD/images/video_0301/00013.png,//data/haziq-data/jaad/image/0301/ped5,00013.png
0,0.48846153846153845,864,130,893,256,0,852,118,903,267,/work/vita/datasets/JAAD/images/video_0301/00013.png,//data/haziq-data/jaad/image/0301/ped1,00013.png
1,0.6541207008436081,555,158,572,213,0,554,154,576,220,/work/vita/datasets/JAAD/images/video_0301/00014.png,//data/haziq-data/jaad/image/0301/pedestrian1,00014.png
-1,0.0,-1,-1,-1,-1,0,296,163,309,195,/work/vita/datasets/JAAD/images/video_0301/00014.png,//data/haziq-data/jaad/image/0301/ped4,00014.png
-1,0.0,-1,-1,-1,-1,0,312,163,327,195,/work/vita/datasets/JAAD/images/video_0301/00014.png,//data/haziq-data/jaad/image/0301/ped5,00014.png
0,0.5426413255360624,871,128,904,258,0,861,117,914,268,/work/vita/datasets/JAAD/images/video_0301/00014.png,//data/haziq-data/jaad/image/0301/ped1,00014.png
1,0.6195652173913043,557,158,573,214,0,555,153,577,220,/work/vita/datasets/JAAD/images/video_0301/00015.png,//data/haziq-data/jaad/image/0301/pedestrian1,00015.png
-1,0.0,-1,-1,-1,-1,0,296,162,309,194,/work/vita/datasets/JAAD/images/video_0301/00015.png,//data/haziq-data/jaad/image/0301/ped4,00015.png
-1,0.0,-1,-1,-1,-1,0,311,163,326,195,/work/vita/datasets/JAAD/images/video_0301/00015.png,//data/haziq-data/jaad/image/0301/ped5,00015.png
0,0.556036556036556,878,126,911,261,0,870,117,923,270,/work/vita/datasets/JAAD/images/video_0301/00015.png,//data/haziq-data/jaad/image/0301/ped1,00015.png
1,0.610586011342155,558,158,574,214,0,555,153,577,221,/work/vita/datasets/JAAD/images/video_0301/00016.png,//data/haziq-data/jaad/image/0301/pedestrian1,00016.png
-1,0.0,-1,-1,-1,-1,0,295,162,308,194,/work/vita/datasets/JAAD/images/video_0301/00016.png,//data/haziq-data/jaad/image/0301/ped4,00016.png
-1,0.0,-1,-1,-1,-1,0,311,163,326,195,/work/vita/datasets/JAAD/images/video_0301/00016.png,//data/haziq-data/jaad/image/0301/ped5,00016.png
1,0.6779220779220779,558,157,575,214,0,556,153,577,222,/work/vita/datasets/JAAD/images/video_0301/00017.png,//data/haziq-data/jaad/image/0301/pedestrian1,00017.png
-1,0.0,-1,-1,-1,-1,0,295,162,308,194,/work/vita/datasets/JAAD/images/video_0301/00017.png,//data/haziq-data/jaad/image/0301/ped4,00017.png
-1,0.0,-1,-1,-1,-1,0,310,163,325,195,/work/vita/datasets/JAAD/images/video_0301/00017.png,//data/haziq-data/jaad/image/0301/ped5,00017.png
1,0.6402597402597403,559,157,575,214,0,557,152,578,221,/work/vita/datasets/JAAD/images/video_0301/00018.png,//data/haziq-data/jaad/image/0301/pedestrian1,00018.png
-1,0.0,-1,-1,-1,-1,0,295,162,308,194,/work/vita/datasets/JAAD/images/video_0301/00018.png,//data/haziq-data/jaad/image/0301/ped4,00018.png
-1,0.0,-1,-1,-1,-1,0,310,163,325,196,/work/vita/datasets/JAAD/images/video_0301/00018.png,//data/haziq-data/jaad/image/0301/ped5,00018.png
1,0.5419473361910594,561,158,575,216,0,557,152,579,222,/work/vita/datasets/JAAD/images/video_0301/00019.png,//data/haziq-data/jaad/image/0301/pedestrian1,00019.png
-1,0.0,-1,-1,-1,-1,0,295,162,308,194,/work/vita/datasets/JAAD/images/video_0301/00019.png,//data/haziq-data/jaad/image/0301/ped4,00019.png
-1,0.0,-1,-1,-1,-1,0,309,163,324,196,/work/vita/datasets/JAAD/images/video_0301/00019.png,//data/haziq-data/jaad/image/0301/ped5,00019.png
1,0.49879227053140096,562,158,575,216,0,558,153,580,224,/work/vita/datasets/JAAD/images/video_0301/00020.png,//data/haziq-data/jaad/image/0301/pedestrian1,00020.png
-1,0.0,-1,-1,-1,-1,0,295,162,308,194,/work/vita/datasets/JAAD/images/video_0301/00020.png,//data/haziq-data/jaad/image/0301/ped4,00020.png
-1,0.0,-1,-1,-1,-1,0,309,163,324,196,/work/vita/datasets/JAAD/images/video_0301/00020.png,//data/haziq-data/jaad/image/0301/ped5,00020.png
1,0.5295138888888888,562,158,576,218,0,559,153,582,224,/work/vita/datasets/JAAD/images/video_0301/00021.png,//data/haziq-data/jaad/image/0301/pedestrian1,00021.png
-1,0.0,-1,-1,-1,-1,0,295,162,308,194,/work/vita/datasets/JAAD/images/video_0301/00021.png,//data/haziq-data/jaad/image/0301/ped4,00021.png
-1,0.0,-1,-1,-1,-1,0,309,163,324,196,/work/vita/datasets/JAAD/images/video_0301/00021.png,//data/haziq-data/jaad/image/0301/ped5,00021.png
1,0.4526255707762557,565,158,577,218,0,560,153,583,225,/work/vita/datasets/JAAD/images/video_0301/00022.png,//data/haziq-data/jaad/image/0301/pedestrian1,00022.png
-1,0.0,-1,-1,-1,-1,0,295,162,308,194,/work/vita/datasets/JAAD/images/video_0301/00022.png,//data/haziq-data/jaad/image/0301/ped4,00022.png
-1,0.0,-1,-1,-1,-1,0,308,164,323,197,/work/vita/datasets/JAAD/images/video_0301/00022.png,//data/haziq-data/jaad/image/0301/ped5,00022.png
0,0.5152027027027027,565,158,579,218,0,561,152,584,225,/work/vita/datasets/JAAD/images/video_0301/00023.png,//data/haziq-data/jaad/image/0301/pedestrian1,00023.png
-1,0.0,-1,-1,-1,-1,0,295,162,308,194,/work/vita/datasets/JAAD/images/video_0301/00023.png,//data/haziq-data/jaad/image/0301/ped4,00023.png
-1,0.0,-1,-1,-1,-1,0,308,163,323,197,/work/vita/datasets/JAAD/images/video_0301/00023.png,//data/haziq-data/jaad/image/0301/ped5,00023.png
1,0.455,567,158,579,220,0,562,152,585,226,/work/vita/datasets/JAAD/images/video_0301/00024.png,//data/haziq-data/jaad/image/0301/pedestrian1,00024.png
-1,0.0,-1,-1,-1,-1,0,295,162,308,194,/work/vita/datasets/JAAD/images/video_0301/00024.png,//data/haziq-data/jaad/image/0301/ped4,00024.png
-1,0.0,-1,-1,-1,-1,0,307,163,322,198,/work/vita/datasets/JAAD/images/video_0301/00024.png,//data/haziq-data/jaad/image/0301/ped5,00024.png
0,0.48355263157894735,568,158,581,220,0,563,152,586,227,/work/vita/datasets/JAAD/images/video_0301/00025.png,//data/haziq-data/jaad/image/0301/pedestrian1,00025.png
-1,0.0,-1,-1,-1,-1,0,292,163,305,195,/work/vita/datasets/JAAD/images/video_0301/00025.png,//data/haziq-data/jaad/image/0301/ped4,00025.png
-1,0.0,-1,-1,-1,-1,0,306,162,321,198,/work/vita/datasets/JAAD/images/video_0301/00025.png,//data/haziq-data/jaad/image/0301/ped5,00025.png
0,0.4758771929824561,569,159,582,220,0,564,152,587,227,/work/vita/datasets/JAAD/images/video_0301/00026.png,//data/haziq-data/jaad/image/0301/pedestrian1,00026.png
-1,0.0,-1,-1,-1,-1,0,290,165,303,197,/work/vita/datasets/JAAD/images/video_0301/00026.png,//data/haziq-data/jaad/image/0301/ped4,00026.png
-1,0.0,-1,-1,-1,-1,0,306,162,321,198,/work/vita/datasets/JAAD/images/video_0301/00026.png,//data/haziq-data/jaad/image/0301/ped5,00026.png
0,0.5113636363636364,568,158,582,220,0,565,151,588,227,/work/vita/datasets/JAAD/images/video_0301/00027.png,//data/haziq-data/jaad/image/0301/pedestrian1,00027.png
-1,0.0,-1,-1,-1,-1,0,288,166,301,198,/work/vita/datasets/JAAD/images/video_0301/00027.png,//data/haziq-data/jaad/image/0301/ped4,00027.png
-1,0.0,-1,-1,-1,-1,0,305,162,320,199,/work/vita/datasets/JAAD/images/video_0301/00027.png,//data/haziq-data/jaad/image/0301/ped5,00027.png
0,0.6100217864923747,611,161,630,216,0,607,156,633,223,/work/vita/datasets/JAAD/images/video_0301/00027.png,//data/haziq-data/jaad/image/0301/pedestrian2,00027.png
0,0.5128205128205128,570,158,584,221,0,566,151,589,228,/work/vita/datasets/JAAD/images/video_0301/00028.png,//data/haziq-data/jaad/image/0301/pedestrian1,00028.png
-1,0.0,-1,-1,-1,-1,0,287,166,300,198,/work/vita/datasets/JAAD/images/video_0301/00028.png,//data/haziq-data/jaad/image/0301/ped4,00028.png
-1,0.0,-1,-1,-1,-1,0,305,161,320,198,/work/vita/datasets/JAAD/images/video_0301/00028.png,//data/haziq-data/jaad/image/0301/ped5,00028.png
0,0.5370370370370371,615,160,631,217,0,608,156,634,223,/work/vita/datasets/JAAD/images/video_0301/00028.png,//data/haziq-data/jaad/image/0301/pedestrian2,00028.png
1,0.5555555555555556,571,158,586,222,0,567,151,590,228,/work/vita/datasets/JAAD/images/video_0301/00029.png,//data/haziq-data/jaad/image/0301/pedestrian1,00029.png
-1,0.0,-1,-1,-1,-1,0,287,166,300,198,/work/vita/datasets/JAAD/images/video_0301/00029.png,//data/haziq-data/jaad/image/0301/ped4,00029.png
-1,0.0,-1,-1,-1,-1,0,304,161,319,198,/work/vita/datasets/JAAD/images/video_0301/00029.png,//data/haziq-data/jaad/image/0301/ped5,00029.png
0,0.4669887278582931,617,160,631,217,0,609,156,635,224,/work/vita/datasets/JAAD/images/video_0301/00029.png,//data/haziq-data/jaad/image/0301/pedestrian2,00029.png
0,0.4594871794871795,572,158,585,221,0,569,151,593,228,/work/vita/datasets/JAAD/images/video_0301/00030.png,//data/haziq-data/jaad/image/0301/pedestrian1,00030.png
-1,0.0,-1,-1,-1,-1,0,287,166,300,198,/work/vita/datasets/JAAD/images/video_0301/00030.png,//data/haziq-data/jaad/image/0301/ped4,00030.png
-1,0.0,-1,-1,-1,-1,0,304,161,319,199,/work/vita/datasets/JAAD/images/video_0301/00030.png,//data/haziq-data/jaad/image/0301/ped5,00030.png
0,0.5383789586688137,617,160,633,218,0,610,156,636,224,/work/vita/datasets/JAAD/images/video_0301/00030.png,//data/haziq-data/jaad/image/0301/pedestrian2,00030.png
1,0.49230769230769234,574,158,588,221,0,570,151,594,228,/work/vita/datasets/JAAD/images/video_0301/00031.png,//data/haziq-data/jaad/image/0301/pedestrian1,00031.png
-1,0.0,-1,-1,-1,-1,0,287,166,300,198,/work/vita/datasets/JAAD/images/video_0301/00031.png,//data/haziq-data/jaad/image/0301/ped4,00031.png
-1,0.0,-1,-1,-1,-1,0,303,161,319,199,/work/vita/datasets/JAAD/images/video_0301/00031.png,//data/haziq-data/jaad/image/0301/ped5,00031.png
0,0.5396825396825397,618,160,634,219,0,611,155,637,224,/work/vita/datasets/JAAD/images/video_0301/00031.png,//data/haziq-data/jaad/image/0301/pedestrian2,00031.png
1,0.5346835443037975,574,157,589,222,0,571,151,595,229,/work/vita/datasets/JAAD/images/video_0301/00032.png,//data/haziq-data/jaad/image/0301/pedestrian1,00032.png
-1,0.0,-1,-1,-1,-1,0,287,166,300,198,/work/vita/datasets/JAAD/images/video_0301/00032.png,//data/haziq-data/jaad/image/0301/ped4,00032.png
-1,0.0,-1,-1,-1,-1,0,303,161,319,199,/work/vita/datasets/JAAD/images/video_0301/00032.png,//data/haziq-data/jaad/image/0301/ped5,00032.png
0,0.5320813771517997,620,160,636,219,0,613,154,639,224,/work/vita/datasets/JAAD/images/video_0301/00032.png,//data/haziq-data/jaad/image/0301/pedestrian2,00032.png
1,0.6105160662122687,574,157,592,222,0,572,151,597,229,/work/vita/datasets/JAAD/images/video_0301/00033.png,//data/haziq-data/jaad/image/0301/pedestrian1,00033.png
-1,0.0,-1,-1,-1,-1,0,288,166,301,198,/work/vita/datasets/JAAD/images/video_0301/00033.png,//data/haziq-data/jaad/image/0301/ped4,00033.png
-1,0.0,-1,-1,-1,-1,0,302,161,318,199,/work/vita/datasets/JAAD/images/video_0301/00033.png,//data/haziq-data/jaad/image/0301/ped5,00033.png
0,0.48559670781893005,621,159,636,217,0,614,153,640,224,/work/vita/datasets/JAAD/images/video_0301/00033.png,//data/haziq-data/jaad/image/0301/pedestrian2,00033.png
1,0.6442307692307693,575,156,594,222,0,573,151,598,230,/work/vita/datasets/JAAD/images/video_0301/00034.png,//data/haziq-data/jaad/image/0301/pedestrian1,00034.png
-1,0.0,-1,-1,-1,-1,0,287,166,300,199,/work/vita/datasets/JAAD/images/video_0301/00034.png,//data/haziq-data/jaad/image/0301/ped4,00034.png
-1,0.0,-1,-1,-1,-1,0,302,161,318,199,/work/vita/datasets/JAAD/images/video_0301/00034.png,//data/haziq-data/jaad/image/0301/ped5,00034.png
0,0.5570776255707762,621,158,638,218,0,615,152,641,224,/work/vita/datasets/JAAD/images/video_0301/00034.png,//data/haziq-data/jaad/image/0301/pedestrian2,00034.png
1,0.6028846153846154,576,157,594,222,0,574,150,599,229,/work/vita/datasets/JAAD/images/video_0301/00035.png,//data/haziq-data/jaad/image/0301/pedestrian1,00035.png
-1,0.0,-1,-1,-1,-1,0,287,166,301,199,/work/vita/datasets/JAAD/images/video_0301/00035.png,//data/haziq-data/jaad/image/0301/ped4,00035.png
-1,0.0,-1,-1,-1,-1,0,301,161,317,199,/work/vita/datasets/JAAD/images/video_0301/00035.png,//data/haziq-data/jaad/image/0301/ped5,00035.png
0,0.5785036880927292,622,158,639,218,0,616,153,641,225,/work/vita/datasets/JAAD/images/video_0301/00035.png,//data/haziq-data/jaad/image/0301/pedestrian2,00035.png
1,0.6134852801519468,578,156,596,223,0,575,150,600,230,/work/vita/datasets/JAAD/images/video_0301/00036.png,//data/haziq-data/jaad/image/0301/pedestrian1,00036.png
-1,0.0,-1,-1,-1,-1,0,286,165,300,198,/work/vita/datasets/JAAD/images/video_0301/00036.png,//data/haziq-data/jaad/image/0301/ped4,00036.png
-1,0.0,-1,-1,-1,-1,0,301,161,317,199,/work/vita/datasets/JAAD/images/video_0301/00036.png,//data/haziq-data/jaad/image/0301/ped5,00036.png
0,0.5589041095890411,623,159,639,218,0,617,153,641,225,/work/vita/datasets/JAAD/images/video_0301/00036.png,//data/haziq-data/jaad/image/0301/pedestrian2,00036.png
1,0.7168021680216802,577,156,599,224,0,576,150,602,231,/work/vita/datasets/JAAD/images/video_0301/00037.png,//data/haziq-data/jaad/image/0301/pedestrian1,00037.png
-1,0.0,-1,-1,-1,-1,0,286,165,300,199,/work/vita/datasets/JAAD/images/video_0301/00037.png,//data/haziq-data/jaad/image/0301/ped4,00037.png
-1,0.0,-1,-1,-1,-1,0,300,161,316,199,/work/vita/datasets/JAAD/images/video_0301/00037.png,//data/haziq-data/jaad/image/0301/ped5,00037.png
-1,0.0,-1,-1,-1,-1,0,619,153,643,224,/work/vita/datasets/JAAD/images/video_0301/00037.png,//data/haziq-data/jaad/image/0301/pedestrian2,00037.png
1,0.7081659973226239,578,156,600,224,0,577,150,603,232,/work/vita/datasets/JAAD/images/video_0301/00038.png,//data/haziq-data/jaad/image/0301/pedestrian1,00038.png
-1,0.0,-1,-1,-1,-1,0,285,165,299,199,/work/vita/datasets/JAAD/images/video_0301/00038.png,//data/haziq-data/jaad/image/0301/ped4,00038.png
-1,0.0,-1,-1,-1,-1,0,300,162,316,200,/work/vita/datasets/JAAD/images/video_0301/00038.png,//data/haziq-data/jaad/image/0301/ped5,00038.png
-1,0.0,-1,-1,-1,-1,0,620,153,644,225,/work/vita/datasets/JAAD/images/video_0301/00038.png,//data/haziq-data/jaad/image/0301/pedestrian2,00038.png
1,0.6372155287817939,579,157,599,224,0,577,150,603,232,/work/vita/datasets/JAAD/images/video_0301/00039.png,//data/haziq-data/jaad/image/0301/pedestrian1,00039.png
-1,0.0,-1,-1,-1,-1,0,285,165,299,200,/work/vita/datasets/JAAD/images/video_0301/00039.png,//data/haziq-data/jaad/image/0301/ped4,00039.png
-1,0.0,-1,-1,-1,-1,0,299,163,315,200,/work/vita/datasets/JAAD/images/video_0301/00039.png,//data/haziq-data/jaad/image/0301/ped5,00039.png
0,0.7583783783783784,620,160,642,220,0,620,154,644,227,/work/vita/datasets/JAAD/images/video_0301/00039.png,//data/haziq-data/jaad/image/0301/pedestrian2,00039.png
1,0.6296296296296297,582,157,602,224,0,578,150,604,233,/work/vita/datasets/JAAD/images/video_0301/00040.png,//data/haziq-data/jaad/image/0301/pedestrian1,00040.png
-1,0.0,-1,-1,-1,-1,0,284,165,299,200,/work/vita/datasets/JAAD/images/video_0301/00040.png,//data/haziq-data/jaad/image/0301/ped4,00040.png
-1,0.0,-1,-1,-1,-1,0,299,164,315,201,/work/vita/datasets/JAAD/images/video_0301/00040.png,//data/haziq-data/jaad/image/0301/ped5,00040.png
-1,0.0,-1,-1,-1,-1,0,621,154,645,227,/work/vita/datasets/JAAD/images/video_0301/00040.png,//data/haziq-data/jaad/image/0301/pedestrian2,00040.png
1,0.5798319327731093,582,157,601,225,0,579,150,606,234,/work/vita/datasets/JAAD/images/video_0301/00041.png,//data/haziq-data/jaad/image/0301/pedestrian1,00041.png
-1,0.0,-1,-1,-1,-1,0,284,166,299,201,/work/vita/datasets/JAAD/images/video_0301/00041.png,//data/haziq-data/jaad/image/0301/ped4,00041.png
